treated_permno,treated_accession,treated_td,treated_quarter,treated_sic2,treated_post,control_permno,match_group,mahalanobis_d2,control_logcap,control_logilliq,control_turnover,control_ret12m,control_idiovol
89891,0001140361-24-016912,2024-03-25,2024Q1,38,1,11275,0001140361-24-016912,0.0326620171612868,11.452800230938955,-1.9607709672331521,0.7761293446686784,-0.2701859960798174,0.027954596431191317
89891,0001140361-24-016912,2024-03-25,2024Q1,38,1,22783,0001140361-24-016912,0.03424228377678404,10.68233089139799,-0.8389603199548685,4.673885876713693,1.1595699770841748,0.0747385569200213
18670,0001493152-22-019850,2022-07-13,2022Q3,36,0,23062,0001493152-22-019850,0.027041707753672962,9.644751797060453,-2.128059869065752,17.352163801342932,,
18413,0001213900-24-093566,2024-10-29,2024Q4,73,1,13812,0001213900-24-093566,1.2226740824858928,8.818400878937139,-0.8832097596037609,101.2617241296409,0.7395610084640794,0.11606432238219304
89387,0001665159-24-000001,2024-08-09,2024Q3,73,1,89941,0001665159-24-000001,0.014175493262860947,11.714099197524368,-3.548333519031271,0.783298730755007,0.04670899535994977,0.02888894047995103
89387,0001665159-24-000001,2024-08-09,2024Q3,73,1,19196,0001665159-24-000001,0.03184056114095994,12.148786694145894,-3.9748780978830616,5.452085426909735,0.5304800055455416,0.059902652204813174
89387,0001665159-24-000001,2024-08-09,2024Q3,73,1,22287,0001665159-24-000001,0.04217150602387018,12.461387970649906,-4.448343821209045,1.2570008796910586,0.019767997786402702,0.050825358181555584
58683,0000902664-24-004970,2024-07-29,2024Q3,45,1,91103,0000902664-24-004970,0.16042409156435256,16.579082215897156,-10.12832607037387,0.561355105497653,0.24796200566925108,0.024834801736652874
18217,0001493152-24-013076,2024-03-26,2024Q1,28,1,19142,0001493152-24-013076,0.0005734344194200429,9.502373962823652,0.8687280540781577,312.67434032184684,0.8648519373236923,0.12443673498907899
18217,0001493152-24-013076,2024-03-26,2024Q1,28,1,78091,0001493152-24-013076,0.001955643939342432,9.446033645075003,0.967962849235793,1.4678642086010263,-0.5919629926429479,0.04159438567288876
18217,0001493152-24-013076,2024-03-26,2024Q1,28,1,22196,0001493152-24-013076,0.25612957430469613,9.817978682580902,0.9886215571454976,2.5740903106267456,0.22897201776504517,0.06249283183595781
18306,0001213900-23-049686,2023-05-08,2023Q2,73,0,23372,0001213900-23-049686,0.03964388336582919,9.735488931029359,1.1809330730394405,0.2863277061187239,-0.2243339919423306,0.040061814213022635
18306,0001213900-23-049686,2023-05-08,2023Q2,73,0,83844,0001213900-23-049686,0.06137870261982519,10.474861089294153,0.45545352324145133,0.5934998928440303,-0.12242702255025506,0.03574511951280367
18306,0001213900-23-049686,2023-05-08,2023Q2,73,0,19232,0001213900-23-049686,0.07894030581526709,10.19379018831049,0.29700972667708897,1.9648012986300583,0.2566329959081486,0.07158574463949219
89167,0000921895-22-002603,2022-08-22,2022Q3,73,0,18915,0000921895-22-002603,0.0007518665354339451,13.67892702658509,-5.863412665736956,0.4693199582716397,-1.0202399853151292,0.042530311709179404
89167,0000921895-22-002603,2022-08-22,2022Q3,73,0,20315,0000921895-22-002603,0.008339710655080903,13.778013571140797,-6.034601782867782,1.161133819830999,-0.3057369863963686,0.04514209570502766
89167,0000921895-22-002603,2022-08-22,2022Q3,73,0,10517,0000921895-22-002603,0.029647711402424642,13.964191916857708,-6.2967499044189035,0.7658289213360508,-0.5403880051453598,0.03528654713571749
18141,0000902664-22-002198,2022-03-07,2022Q1,73,0,16381,0000902664-22-002198,0.026108863698055085,15.310902137563973,-7.904958453985219,0.1067623164781548,-0.3501849918466178,0.01885999301509131
18141,0000902664-22-002198,2022-03-07,2022Q1,73,0,89215,0000902664-22-002198,0.03139018993033993,15.404290845335753,-7.900072518236598,0.11487888566324224,0.17555000114953145,0.028045906098743932
18141,0000902664-22-002198,2022-03-07,2022Q1,73,0,21357,0000902664-22-002198,0.04513408454830638,15.62708803345522,-8.086667448229088,0.8110727886257079,0.32842199484002776,0.057343470051128824
81621,0000921895-23-002203,2023-09-15,2023Q3,36,0,90971,0000921895-23-002203,0.0068463216362864045,13.821962340384015,-6.8155604983444205,0.4220713589468703,-0.22606099273252767,0.02816129734079734
81621,0000921895-23-002203,2023-09-15,2023Q3,36,0,55993,0000921895-23-002203,0.011971765851541683,13.669012372966138,-6.701723115746468,0.6580626277753606,0.1449980076868087,0.047628170985916374
81621,0000921895-23-002203,2023-09-15,2023Q3,36,0,16543,0000921895-23-002203,0.02394227848556077,13.555749701686898,-6.545774236366134,0.369469145047139,0.005290995293762535,0.022648569728609735
90400,0001213900-23-010961,2023-02-13,2023Q1,28,0,14591,0001213900-23-010961,0.02730405974093382,11.530667146446385,-2.295929980376801,3.3326684465573737,-0.026269985508406535,0.03347333418141423
90400,0001213900-23-010961,2023-02-13,2023Q1,28,0,19251,0001213900-23-010961,0.031678021611204525,11.3463737086645,-1.8616094242089516,2.88190600246169,-0.16081596491858363,0.04518191466682831
90400,0001213900-23-010961,2023-02-13,2023Q1,28,0,13411,0001213900-23-010961,0.03264471370838222,11.44437817276951,-2.2666139574574946,3.7528886721859873,0.8774849977344275,0.07270248179495392
84184,0001104659-23-072981,2023-06-09,2023Q2,38,0,21844,0001104659-23-072981,0.065273586761415,11.5368251779329,-1.3777853328365548,0.607855504900898,-1.1520310222404078,0.0498642300075435
84184,0001104659-23-072981,2023-06-09,2023Q2,38,0,16819,0001104659-23-072981,0.22071509436184397,11.664729565160346,-1.3232154320550436,0.27463061987867926,0.7316389931947924,0.029565967598673314
84184,0001104659-23-072981,2023-06-09,2023Q2,38,0,16181,0001104659-23-072981,0.6745686742757735,10.74284691483395,-1.424311926485792,10.691883390588814,-0.39846798132930417,0.057573127876508895
20670,0000902664-22-003109,2022-05-12,2022Q2,36,0,16250,0000902664-22-003109,0.033705736722170705,12.550086302592806,-4.42542212299214,1.1075329800084335,-0.4128519968362525,0.05069293956562272
20670,0000902664-22-003109,2022-05-12,2022Q2,36,0,77175,0000902664-22-003109,0.03876227646114383,11.931782236474465,-3.9430946610809143,1.2199192814965096,-0.8250400124816224,0.03602140387793875
20670,0000902664-22-003109,2022-05-12,2022Q2,36,0,89655,0000902664-22-003109,0.04086360698586571,12.328691967478008,-4.430977361114007,0.09905852799072108,-0.3496940024779178,0.016187689632605768
84007,0000904853-22-000002,2022-09-12,2022Q3,61,0,20146,0000904853-22-000002,0.01649073665937182,12.564047953628839,-4.871863607349688,2.153254157770396,-0.49518600752344355,0.025141956382981008
84007,0000904853-22-000002,2022-09-12,2022Q3,61,0,13302,0000904853-22-000002,0.8602100199017146,12.67169638454493,-4.150947182355027,0.09346033443501796,-0.48021599602361675,0.019146982068949655
18377,0001072613-23-000402,2023-07-19,2023Q3,28,0,19953,0001072613-23-000402,0.01603261480798315,12.092884910289243,-3.937439854269066,6.716829188886254,-0.6945909940404817,0.04772697034358416
18377,0001072613-23-000402,2023-07-19,2023Q3,28,0,88810,0001072613-23-000402,0.04016228768717126,12.33892748434377,-4.233597254163618,9.152099347887194,0.9743870090460405,0.06928391192312681
18377,0001072613-23-000402,2023-07-19,2023Q3,28,0,15378,0001072613-23-000402,0.040234931496560385,11.634710083603425,-3.652742122652206,5.211526560496271,-0.07897099619731307,0.034109620298651215
79903,0000921895-24-002895,2024-12-04,2024Q4,73,1,88260,0000921895-24-002895,0.00434846607786247,10.70479203410113,-1.7757001381802016,6.727175483102122,-1.0197390166285913,0.049720612384086434
79903,0000921895-24-002895,2024-12-04,2024Q4,73,1,16049,0000921895-24-002895,0.06503665833498988,10.516169790460566,-1.3627777372514633,1.3814586299750042,0.18668198632076383,0.04772639800479347
79903,0000921895-24-002895,2024-12-04,2024Q4,73,1,90608,0000921895-24-002895,0.150378103031688,10.506174050449234,-1.2195099363927553,14.652400715527873,-0.008793980290647596,0.05340388601892607
88159,0000902664-23-002313,2023-03-09,2023Q1,28,0,76661,0000902664-23-002313,0.0012369176086956364,15.470326419578118,-7.75684801860923,0.18099816712572245,0.024926992089604028,0.022555662444121473
88159,0000902664-23-002313,2023-03-09,2023Q1,28,0,77300,0000902664-23-002313,0.011785339935342651,15.378026357933386,-7.58254749549989,0.25690011426250653,0.19402399034879636,0.029777077179918177
88159,0000902664-23-002313,2023-03-09,2023Q1,28,0,18777,0000902664-23-002313,0.020647249529264167,15.724709670562996,-7.969263473176738,0.042238416258020814,0.6950489686860237,0.060259074413874916
89394,0000921895-22-001834,2022-05-18,2022Q2,59,0,18725,0000921895-22-001834,0.050936110111441425,13.977932932800798,-7.202959474725594,0.7269875214227106,-0.6180200005328516,0.037007333569664194
89394,0000921895-22-001834,2022-05-18,2022Q2,59,0,91683,0000921895-22-001834,0.795875194665268,14.301524411840944,-6.93902850321726,0.8663083426243772,-0.06272298243129626,0.027159569918108115
11370,0001193805-22-000591,2022-03-31,2022Q1,73,0,86594,0001193805-22-000591,0.004711649769263173,15.067314106363336,-7.198171010050331,0.11204249761291708,0.003910008104867302,0.015796192318728017
11370,0001193805-22-000591,2022-03-31,2022Q1,73,0,13625,0001193805-22-000591,0.008153741410364495,15.047729265192391,-7.088239482680637,0.07944699099745012,-0.01673099341132911,0.020563083334824914
11370,0001193805-22-000591,2022-03-31,2022Q1,73,0,21345,0001193805-22-000591,0.013832129000095646,15.3614039553397,-7.62479074416242,1.818903646230177,-0.6226810016960371,0.04959662414411178
20465,0000921895-22-003251,2022-12-13,2022Q4,73,0,17106,0000921895-22-003251,0.021753862759415238,13.147049082653771,-5.199687261038249,2.0566338776014574,-0.04852400999516249,0.06420235523850518
20465,0000921895-22-003251,2022-12-13,2022Q4,73,0,11481,0000921895-22-003251,0.032145897629187785,13.268767420802114,-5.241954524922321,0.6491165853182204,-0.2628040053532459,0.054594050987508934
20465,0000921895-22-003251,2022-12-13,2022Q4,73,0,21601,0000921895-22-003251,0.08491892220701629,12.886550457501956,-4.529834465285719,0.916839212956187,-1.2055790617887396,0.06184566311124639
20318,0001104659-22-008244,2021-12-13,2021Q4,28,0,13411,0001104659-22-008244,0.002459100850753793,12.291936163982186,-4.622557735122676,4.328576207824996,-0.4134239755803719,0.040155077804386596
20318,0001104659-22-008244,2021-12-13,2021Q4,28,0,15784,0001104659-22-008244,0.012354155863459325,12.480105109480654,-4.96648136194865,1.3085465947453874,1.0636949807521887,0.06546211011190338
20318,0001104659-22-008244,2021-12-13,2021Q4,28,0,13924,0001104659-22-008244,0.012667382946515532,12.688969054555372,-5.141296949177896,2.538570703329378,-0.892714005545713,0.03615744353086123
87227,0000921895-23-000931,2023-04-14,2023Q2,73,0,10257,0000921895-23-000931,0.1276271544818018,11.883291753238998,-2.7044097941497536,0.23960378819848052,-0.4467159953783266,0.027447171654877593
87227,0000921895-23-000931,2023-04-14,2023Q2,73,0,21123,0000921895-23-000931,0.7043363758354458,12.04876862414321,-3.420591320472447,0.7106202733086334,-0.26395000726915896,0.036802132322816664
87227,0000921895-23-000931,2023-04-14,2023Q2,73,0,92172,0000921895-23-000931,0.7999206319951929,12.113175801287548,-3.5558968189124998,0.8480097437039812,-0.017817005282267928,0.028671316267079753
27909,0000921895-24-000833,2024-04-05,2024Q2,22,1,59256,0000921895-24-000833,0.021273910538607128,10.870207105248223,-1.867498783677766,0.3914833163562712,0.0829729983015568,0.01709718286201449
83840,0000950103-24-006446,2024-05-03,2024Q2,35,1,77624,0000950103-24-006446,0.014586652951997292,9.041059810552124,-0.8292186830413104,56.35219754428321,-1.2444270235137083,0.08924726200134958
82777,0000950142-23-000274,2023-01-31,2023Q1,50,0,27684,0000950142-23-000274,0.10005889931712363,15.235857229311872,-7.550358660611767,0.18188420113528161,0.03049799456493929,0.01228097842133837
82777,0000950142-23-000274,2023-01-31,2023Q1,50,0,29612,0000950142-23-000274,0.6922982113327758,15.36831129762987,-7.20688679067256,0.039570499830376187,0.2439919968310278,0.016772221675179666
82848,0001493152-23-025154,2023-06-21,2023Q2,28,0,29744,0001493152-23-025154,0.00661743574078115,9.480253762262292,0.5369491622243634,19.161065847224112,-1.3093230073573068,0.05916092180025957
82848,0001493152-23-025154,2023-06-21,2023Q2,28,0,19918,0001493152-23-025154,0.01872395242667448,9.675654271610513,0.2519952295935584,11.514196313106506,-1.4323659770307131,0.06247517075926598
82848,0001493152-23-025154,2023-06-21,2023Q2,28,0,20574,0001493152-23-025154,0.028178809501294973,9.409505935295028,0.40629499330165775,21.455373227458303,-0.5738219572522212,0.12497160840550357
20662,0000935836-22-000298,2022-03-21,2022Q1,28,0,15507,0000935836-22-000298,0.1933227903831862,13.541853802649715,-4.023928060816313,2.2037077010562185,0.7030780150380451,0.053745492501006256
20662,0000935836-22-000298,2022-03-21,2022Q1,28,0,19024,0000935836-22-000298,1.4291200514783795,13.332972702481072,-4.5105732231513604,0.5118337541099217,-0.32387998880585656,0.03380473382456568
12577,0001140361-23-048351,2023-10-04,2023Q4,28,0,56945,0001140361-23-048351,0.020785889199005356,12.672148634183891,-3.265553287070045,0.16647630470311028,0.6165399952442385,0.02821038273015025
12577,0001140361-23-048351,2023-10-04,2023Q4,28,0,14711,0001140361-23-048351,0.04347020248831749,12.14787175909267,-2.8820734564474195,1.5666594559202414,0.24201798671856523,0.04929120437270136
12577,0001140361-23-048351,2023-10-04,2023Q4,28,0,21732,0001140361-23-048351,0.054345119089598944,12.34207588063336,-2.6967032199045033,0.3327811936404914,0.9190789891872555,0.06108357179184053
21939,0001493152-22-015556,2022-05-22,2022Q2,28,0,18997,0001493152-22-015556,0.006254121734379218,10.009332051055353,-2.4759082255202833,9.131312487650368,-1.370868020458147,0.0424268329017576
21939,0001493152-22-015556,2022-05-22,2022Q2,28,0,15375,0001493152-22-015556,0.023540536049499676,10.315904771952932,-2.9190227678308096,103.71226629778943,-1.4669079977320507,0.07002093378280119
21939,0001493152-22-015556,2022-05-22,2022Q2,28,0,22196,0001493152-22-015556,0.07234505040185517,10.028873611818913,-2.3094434386537754,10.315873492395747,-0.9093590078409761,0.06942724650664615
17382,0000921895-23-000588,2023-02-10,2023Q1,73,0,85040,0000921895-23-000588,0.008249351014047142,13.673817607392262,-5.346010957791281,0.14908133777395,-0.07003900373820215,0.023353595173311165
17382,0000921895-23-000588,2023-02-10,2023Q1,73,0,10517,0000921895-23-000588,0.010137446289567607,14.015021199005224,-5.869419358890386,0.7021183481788177,0.050458003621315584,0.03566262668148508
17382,0000921895-23-000588,2023-02-10,2023Q1,73,0,18915,0000921895-23-000588,0.012454868079434146,13.949713757376074,-5.596606354334935,0.6199279909689817,0.05991800129413605,0.03508891143007328
46463,0001193805-22-001168,2022-08-12,2022Q3,34,0,13249,0001193805-22-001168,0.024235043996464645,14.069813493981904,-5.799752889553046,0.14373412178039116,-0.016488986744661815,0.023794619308220487
46463,0001193805-22-001168,2022-08-12,2022Q3,34,0,91234,0001193805-22-001168,0.03392209203669856,14.434798985312877,-6.513822757076925,0.4878739402079306,-0.12263000512029976,0.014767679230548602
46463,0001193805-22-001168,2022-08-12,2022Q3,34,0,55597,0001193805-22-001168,0.08327074261255145,14.417240610450675,-6.031038164055802,0.06822776086349829,0.07827600027667359,0.016543111713528638
85424,0000807249-22-000074,2022-06-13,2022Q2,35,0,61146,0000807249-22-000074,0.0005571659875958309,13.867907808767644,-5.812095647100027,0.31068650929155184,-0.3488190000934992,0.03014814457521892
85424,0000807249-22-000074,2022-06-13,2022Q2,35,0,86822,0000807249-22-000074,0.0071700203186385895,14.100158351644717,-6.060382676313333,0.829175851086771,0.08259601186728105,0.027099574864515502
85424,0000807249-22-000074,2022-06-13,2022Q2,35,0,92753,0000807249-22-000074,0.00780314885481367,13.983337853622759,-5.880808719440993,0.37520114595414983,0.10564199258806184,0.015146441352313264
19954,0001072613-22-000568,2022-09-13,2022Q3,28,0,19004,0001072613-22-000568,0.01655330892368199,10.285484081952015,-1.5010851571872832,22.637992517972823,-0.8703510207124054,0.0707970249584454
19954,0001072613-22-000568,2022-09-13,2022Q3,28,0,12527,0001072613-22-000568,0.02593628716012295,10.987375129444695,-2.3130707350759256,40.80046859124153,-0.49134897254407406,0.05778474033367799
19954,0001072613-22-000568,2022-09-13,2022Q3,28,0,16903,0001072613-22-000568,0.03476178332941568,11.054667306824076,-2.3738766337123405,13.47352121285795,-0.8188339777407236,0.05210833375837818
90640,0002025175-24-000001,2024-06-03,2024Q2,48,1,21837,0002025175-24-000001,0.33838302322878083,8.256223154561571,-0.5501829536844164,45.38410816025534,-0.10101301112445071,0.09265171916033502
87034,0001139032-25-000002,2024-11-06,2024Q4,35,1,76795,0001139032-25-000002,0.0042654910642191575,16.79623135092654,-9.095332773267497,0.02023930531385608,0.35127900583393057,0.014626617398140817
87034,0001139032-25-000002,2024-11-06,2024Q4,35,1,25953,0001139032-25-000002,0.013276098798452748,17.07262820780024,-9.568408238343789,0.037183850300008,0.16664200551531394,0.011188891864803005
87034,0001139032-25-000002,2024-11-06,2024Q4,35,1,13035,0001139032-25-000002,0.016548378711104903,17.20259243431163,-9.616798714988269,0.03490849428818852,-0.010396004894573707,0.010113806172195618
83950,0001213900-22-004782,2022-01-24,2022Q1,28,0,17695,0001213900-22-004782,0.003752599986075456,12.170453188064476,-4.9597639505103785,2.73109234415772,-0.5375500004738569,0.03543837246449296
83950,0001213900-22-004782,2022-01-24,2022Q1,28,0,19149,0001213900-22-004782,0.027008433754027984,11.666970996412447,-4.341780300611057,0.8952997612789226,0.651891009096289,0.12750784982578198
83950,0001213900-22-004782,2022-01-24,2022Q1,28,0,15784,0001213900-22-004782,0.034333179401150715,12.113727560484415,-4.753018417673975,1.355356334191789,0.6502009885734878,0.06276739464805188
86489,0001193805-23-001215,2023-08-22,2023Q3,25,0,79037,0001193805-23-001215,0.4265439450287193,13.607443631025124,-6.102055651741479,0.2793566697392587,0.2890349842782598,0.01976468973295565
90718,0001999371-24-001967,2024-02-07,2024Q1,60,1,23223,0001999371-24-001967,9.3682321215689e-05,11.748448394611666,-1.5506547381234883,0.0904511324164237,0.14157600264297798,0.013425869072355356
90718,0001999371-24-001967,2024-02-07,2024Q1,60,1,14943,0001999371-24-001967,0.004666092021626125,11.721875969828535,-1.4492520561461495,0.04325443520074061,0.28880599135300145,0.018831962219930193
90718,0001999371-24-001967,2024-02-07,2024Q1,60,1,22301,0001999371-24-001967,0.019611856799346506,12.034210913537676,-1.9810227511655996,0.13029914741155968,0.5918150008074008,0.023682206495610973
13878,0000921895-22-001398,2022-04-20,2022Q2,38,0,14807,0000921895-22-001398,0.012215035524042602,13.227755346567488,-4.68248373980012,0.14732810972723306,0.3596320043725427,0.033911665313603394
13878,0000921895-22-001398,2022-04-20,2022Q2,38,0,20305,0000921895-22-001398,0.031233300617458666,13.300595517252608,-4.82865608234044,0.5553982182598789,-0.3005780088715255,0.04378362854510462
13878,0000921895-22-001398,2022-04-20,2022Q2,38,0,80050,0000921895-22-001398,0.039172596959479306,13.219847374572883,-4.385168069734186,0.048882150766559246,0.1813300074863946,0.020910122411204875
34673,0000921895-22-000398,2021-11-30,2021Q4,73,0,17901,0000921895-22-000398,0.019234053186259713,12.768964774679034,-4.393365708185662,1.402533267510408,-0.5227579988422804,0.03909954571696886
34673,0000921895-22-000398,2021-11-30,2021Q4,73,0,87510,0000921895-22-000398,0.054529141761493226,12.501512188352264,-4.399319918566108,0.4175935529050223,0.7588059862027876,0.040549275716105296
34673,0000921895-22-000398,2021-11-30,2021Q4,73,0,88260,0000921895-22-000398,0.07342051442677595,12.559417626290537,-4.5057362188848336,7.437367029228256,0.7015040346886963,0.05884553105726905
14550,0000921895-22-002105,2022-06-17,2022Q2,28,0,13750,0000921895-22-002105,0.008828730296081406,10.702209325837766,-1.4545221014793257,3.1961378717499365,-0.3549200084526092,0.05341942104148762
14550,0000921895-22-002105,2022-06-17,2022Q2,28,0,14555,0000921895-22-002105,0.011834330651050433,10.426002093946925,-1.108679211299671,1.958269439910092,-0.9639679901301861,0.037657719932139753
14550,0000921895-22-002105,2022-06-17,2022Q2,28,0,19981,0000921895-22-002105,0.01618406514593761,10.5866480315815,-1.2679397042475717,4.430018991757333,-1.3036640379577875,0.07061981740687641
35991,0001193805-23-000094,2023-01-25,2023Q1,28,0,14054,0001193805-23-000094,0.2135005807001736,14.726430050524803,-7.680700859600975,0.5131476822233889,0.027418033016147092,0.06203431924101229
35991,0001193805-23-000094,2023-01-25,2023Q1,28,0,15831,0001193805-23-000094,0.5264679324417475,14.900735957404263,-7.636056073306507,0.542183100206697,1.0864059918094426,0.0716397509519342
35991,0001193805-23-000094,2023-01-25,2023Q1,28,0,15429,0001193805-23-000094,0.5997520002719355,15.116792372192903,-7.860976525119009,0.3189894373270724,-0.09521300066262484,0.028062588413300917
16999,0001213900-23-066230,2023-08-03,2023Q3,73,0,20173,0001213900-23-066230,0.006547157700875037,12.044695123202853,-3.630129694772252,5.154451057691354,-0.17459800373762846,0.05695745046458108
16999,0001213900-23-066230,2023-08-03,2023Q3,73,0,13260,0001213900-23-066230,0.034169465940355206,12.045956356789857,-3.3715432135430388,1.0138278074824603,-0.25509700225666165,0.029443528462172013
16999,0001213900-23-066230,2023-08-03,2023Q3,73,0,19196,0001213900-23-066230,0.09124949957981499,11.749087980596938,-3.4653214768159626,12.472400808939256,-0.08596200193278491,0.06635636800808793
14707,0000921895-22-000790,2022-02-23,2022Q1,28,0,13947,0000921895-22-000790,0.03517088462370218,12.990130341549756,-6.231694913136536,3.4093394317257655,-0.891856009257026,0.04050836767985889
14707,0000921895-22-000790,2022-02-23,2022Q1,28,0,13107,0000921895-22-000790,0.03831076551558057,12.399049730012104,-5.523469519864524,11.440440935729582,-1.028712002094835,0.03972354168546581
14707,0000921895-22-000790,2022-02-23,2022Q1,28,0,90926,0000921895-22-000790,0.08536608315170767,12.636084014056339,-5.372980100287403,2.0337529788136655,-0.40220399538520724,0.047180604279826795
18419,0001193805-24-000439,2024-03-15,2024Q1,28,1,13652,0001193805-24-000439,0.02090251414597554,10.243879596664149,0.014410964063188234,1.2379559199787553,0.10922797885723412,0.04394639228310637
18419,0001193805-24-000439,2024-03-15,2024Q1,28,1,34666,0001193805-24-000439,0.024542022560637478,10.178585399728261,0.1683877200433611,0.6746860020376704,0.022781994310207665,0.041651503594508366
18419,0001193805-24-000439,2024-03-15,2024Q1,28,1,90604,0001193805-24-000439,0.05113935267695475,9.83636008296182,0.6980916741269279,0.4518584788983155,-0.5789399965433404,0.043021719300736214
83565,0000904853-24-000009,2024-12-10,2024Q4,61,1,13302,0000904853-24-000009,0.3124133940173675,12.700646959201636,-3.450035267560292,0.07008282715682664,0.3915840017143637,0.026310520854980004
83565,0000904853-24-000009,2024-12-10,2024Q4,61,1,11593,0000904853-24-000009,0.33583897908212634,12.556377694697703,-3.2427665340696508,0.18483734843962835,0.6563629916636273,0.021624830192210346
83565,0000904853-24-000009,2024-12-10,2024Q4,61,1,90710,0000904853-24-000009,0.7697794138323952,12.57401932411113,-2.9699784985560407,0.04957543649601718,0.3673900017456617,0.021576733019949036
81222,0001193805-22-001682,2022-11-29,2022Q4,73,0,16287,0001193805-22-001682,0.006507341991544043,14.0255392036363,-6.2330312201918865,0.5099265473087154,-0.07811199984280393,0.04542579479333689
81222,0001193805-22-001682,2022-11-29,2022Q4,73,0,10517,0001193805-22-001682,0.011864780289449239,13.76382385988785,-5.978848231202287,0.8564277048329235,-0.27027500758413225,0.03710862725915496
81222,0001193805-22-001682,2022-11-29,2022Q4,73,0,20117,0001193805-22-001682,0.019621534658917077,14.16998033430716,-6.358798318254641,0.5647697641850791,-0.4919889847515151,0.029646187007316582
13108,0000902664-22-003123,2022-05-23,2022Q2,73,0,17106,0000902664-22-003123,0.18923339199470937,13.052955677030628,-6.017872878262833,0.9559601532992187,-1.43269602174405,0.04635097879601463
13108,0000902664-22-003123,2022-05-23,2022Q2,73,0,17234,0000902664-22-003123,0.2382534445907262,13.054307209930304,-5.9673445251902635,1.6256061029352562,-1.0651100284885615,0.0424905809116091
13108,0000902664-22-003123,2022-05-23,2022Q2,73,0,22260,0000902664-22-003123,0.4073289504092829,13.042381027909201,-5.805335180933007,5.647828409518921,-1.484932019666303,0.059147081780872246
16681,0000921895-22-002146,2022-06-24,2022Q2,28,0,16146,0000921895-22-002146,0.005739587285184798,9.765624506116328,-1.6008292169910328,6.665358423511804,-0.3472980086808093,0.14195168781482265
16681,0000921895-22-002146,2022-06-24,2022Q2,28,0,87656,0000921895-22-002146,0.016031018714077194,10.065266208098754,-2.0168545440909127,55.693240048288416,-1.343431015033275,0.0596079487533798
16681,0000921895-22-002146,2022-06-24,2022Q2,28,0,85744,0000921895-22-002146,0.021496515866002777,9.431194103653288,-1.1971896476580521,11.258531884242357,-1.2536249980330467,0.05780788366085568
17987,0001193805-22-001434,2022-10-10,2022Q4,36,0,37568,0001193805-22-001434,0.0042788738932381725,15.200883754942721,-6.91709134645738,0.04608452384896996,0.05530099534371402,0.014752083394702305
17987,0001193805-22-001434,2022-10-10,2022Q4,36,0,77918,0001193805-22-001434,0.006123433864109358,15.485092506163594,-7.17196046927293,0.01766112811723149,-0.1436219983297633,0.015363321381421218
17987,0001193805-22-001434,2022-10-10,2022Q4,36,0,13326,0001193805-22-001434,0.006687291647941552,15.190830793031495,-6.923238028079381,0.14942363978187373,0.0065759976278059185,0.01836231717430885
81869,0000944480-24-000039,2024-03-31,2024Q1,73,1,13812,0000944480-24-000039,0.01654959656986235,8.597869544447992,-0.09239198917306163,17.963297909169736,-0.5742470089462586,0.05755958308183417
81869,0000944480-24-000039,2024-03-31,2024Q1,73,1,19811,0000944480-24-000039,0.051337263412625726,8.610814673445473,0.032001789240618375,5.959846120920221,-0.35396298475097865,0.048313720491355065
81869,0000944480-24-000039,2024-03-31,2024Q1,73,1,23731,0000944480-24-000039,0.07754913239301613,8.67739183112242,-0.5014648161329107,390.00977364624543,1.1314230040006805,0.16711907455309047
13439,0001193805-24-001416,2024-11-20,2024Q4,67,1,17226,0001193805-24-001416,0.00014102674191546972,15.635972456378628,-8.46563746818739,0.24612976842153322,-0.13183600310003385,0.015302659840633719
13439,0001193805-24-001416,2024-11-20,2024Q4,67,1,92999,0001193805-24-001416,0.000552500179494565,15.69325082331588,-8.54868422458288,0.3879014565228424,0.04245200124569237,0.011084822427393231
13439,0001193805-24-001416,2024-11-20,2024Q4,67,1,17919,0001193805-24-001416,0.0009005143365452504,15.560587686002403,-8.378905283383478,0.23140207141258004,0.29048099808278494,0.011803335347797324
46834,0001062993-23-016502,2023-08-08,2023Q3,73,0,20818,0001062993-23-016502,0.047407591937407435,11.101496810212927,-1.6600596690220635,5.695050086642121,-0.9442620143026943,0.11854444369990247
46834,0001062993-23-016502,2023-08-08,2023Q3,73,0,21090,0001062993-23-016502,0.07490003019772952,10.929882311806306,-1.3823781124707295,6.86296064138388,0.07332798265269957,0.05107846194073241
46834,0001062993-23-016502,2023-08-08,2023Q3,73,0,19232,0001062993-23-016502,0.17754584609952132,10.737266731645173,-1.0093038592327426,0.9901689273185219,1.3066649872343987,0.07708277138716498
86474,0001104659-22-002789,2021-12-31,2021Q4,36,0,33849,0001104659-22-002789,0.040753732745791464,11.019694149605188,-1.4123655478089334,0.23478585999019191,0.15683699393412098,0.030473811475095192
86474,0001104659-22-002789,2021-12-31,2021Q4,36,0,47619,0001104659-22-002789,0.20625667897412742,11.106388682824521,-2.1417745473266114,0.27596753742130065,-0.16753300034906715,0.016966584051689736
86474,0001104659-22-002789,2021-12-31,2021Q4,36,0,87364,0001104659-22-002789,0.34505038172183733,11.022249467112964,-2.1681587392442863,0.8464242723705739,0.008216997142881155,0.04224767134845116
15542,0001104659-24-031033,2024-02-27,2024Q1,28,1,15510,0001104659-24-031033,0.019556031997310923,9.643362279655218,-0.3774741933028165,184.64127799459226,-0.0036530404759105295,0.05886493393287693
