cik,name,event_date,form,accession,route,confirm_detail
0001674440,Connexa Sports Technologies Inc.,2022-12-01,8-K,0001493152-22-034095,A,8k-text:merger:1;via-primary
0001674760,Silver Capital Holdings LLC,2024-12-18,8-K,0001193125-24-280602,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001679049,"International Seaways, Inc.",2022-05-09,8-K,0001104659-22-057211,A,8k-text:merger:1;target:1;acquirer:1;defence:3;nonmerger:2;via-primary
0001679363,"Morphic Holding, Inc.",2024-08-16,8-K,0001193125-24-202123,A,8k-text:merger:4;target:3;acquirer:1;defence:1;via-primary
0001681903,"ICC Holdings, Inc.",2024-10-16,8-K,0001437749-24-031369,A,8k-text:merger:3;via-primary
0001681903,"ICC Holdings, Inc.",2024-12-31,8-K,0001437749-24-038619,A,8k-text:merger:3;via-primary
0001681903,"ICC Holdings, Inc.",2025-01-31,8-K,0001437749-25-002421,A,8k-text:merger:3;via-primary
0001681903,"ICC Holdings, Inc.",2025-03-17,8-K,0001437749-25-008045,A,8k-text:merger:3;via-primary
0001682149,Datavault AI Inc.,2026-08-19,8-K,0001104659-26-098835,A,8k-text:merger:3;via-primary
0001688476,NEXTIER OILFIELD SOLUTIONS INC.,2023-07-28,8-K,0001193125-23-196755,A,8k-text:merger:3;via-primary
0001690585,"Dianthus Therapeutics, Inc. /DE/",2023-03-31,8-K,0001193125-23-088185,A,8k-text:merger:2;target:1;acquirer:1;defence:3;via-primary
0001690585,"Dianthus Therapeutics, Inc. /DE/",2023-05-03,8-K,0001193125-23-133205,A,8k-text:merger:3;target:2;acquirer:1;defence:2;via-primary
0001692115,"Southwest Gas Holdings, Inc.",2021-06-29,8-K,0001193125-21-203319,A,8k-text:merger:3;via-primary
0001692412,Playa Hotels & Resorts N.V.,2025-02-10,8-K,0001193125-25-023144,A,8k-text:merger:1;via-primary
0001703647,"Korro Bio, Inc.",2023-07-14,8-K,0001193125-23-187318,A,8k-text:merger:3;target:1;acquirer:1;defence:1;via-primary
0001703785,Sitio Royalties Corp.,2022-01-12,8-K,0001193125-22-007365,A,8k-text:merger:3;target:1;acquirer:1;defence:1;via-primary
0001703785,Sitio Royalties Corp.,2022-09-12,8-K,0000950103-22-015527,A,8k-text:merger:4;target:3;acquirer:2;defence:1;via-primary
0001703785,Sitio Royalties Corp.,2022-12-29,8-K,0001193125-22-314836,A,8k-text:merger:3;target:2;acquirer:1;nonmerger:2;via-primary
0001704720,"Cannae Holdings, Inc.",2021-01-27,8-K,0001193125-21-018110,A,8k-text:merger:1;via-primary
0001704720,"Cannae Holdings, Inc.",2021-03-30,8-K,0001193125-21-100588,A,8k-text:merger:3;via-primary
0001704720,"Cannae Holdings, Inc.",2021-06-29,8-K,0001104659-21-086520,A,8k-text:merger:1;via-primary
0001704720,"Cannae Holdings, Inc.",2021-07-09,8-K,0001193125-21-211072,A,8k-text:merger:1;via-primary
0001704720,"Cannae Holdings, Inc.",2022-01-27,8-K,0001704720-22-000003,A,8k-text:merger:1;via-primary
0001704720,"Cannae Holdings, Inc.",2025-03-25,8-K,0001704720-25-000027,A,8k-text:merger:4;via-primary
0001705843,"Cibus, Inc.",2023-04-14,8-K,0001193125-23-102018,A,8k-text:merger:3;via-primary
0001705843,"Cibus, Inc.",2023-06-01,8-K,0001193125-23-158545,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:2;via-primary
0001708599,"Serina Therapeutics, Inc.",2021-03-08,8-K,0001493152-21-005530,A,8k-text:merger:1;via-primary
0001708599,"Serina Therapeutics, Inc.",2021-03-19,8-K,0001493152-21-006377,A,8k-text:merger:3;via-primary
0001708599,"Serina Therapeutics, Inc.",2023-08-30,8-K,0001493152-23-030618,A,8k-text:merger:4;target:3;acquirer:1;via-primary
0001708599,"Serina Therapeutics, Inc.",2024-04-01,8-K,0001493152-24-012530,A,8k-text:merger:3;target:2;acquirer:2;via-primary
0001711291,CURO Group Holdings Corp.,2021-06-09,8-K,0001711291-21-000055,A,8k-text:merger:3;via-primary
0001711933,"Akoya Biosciences, Inc.",2025-01-10,8-K,0001104659-25-002310,A,8k-text:merger:3;target:3;acquirer:1;via-primary
0001713863,"Rafael Holdings, Inc.",2025-02-10,8-K,0001213900-25-011774,A,8k-text:merger:3;via-primary
0001716621,"Ra Medical Systems, Inc.",2022-07-22,8-K,0001564590-22-026217,A,8k-text:merger:1;target:1;acquirer:2;nonmerger:2;via-primary
0001719406,"NRX Pharmaceuticals, Inc.",2021-03-15,8-K,0001654954-21-002748,A,8k-text:merger:3;via-primary
0001719406,"NRX Pharmaceuticals, Inc.",2021-03-22,8-K,0001654954-21-003036,A,8k-text:merger:3;via-primary
0001720592,Repay Holdings Corp,2021-06-15,8-K,0001564590-21-033010,A,8k-text:merger:3;target:1;acquirer:1;nonmerger:1;via-primary
0001721386,Landsea Homes Corp,2021-01-13,8-K,0001731122-21-000062,A,8k-text:merger:3;target:3;acquirer:1;nonmerger:2;via-primary
0001721386,Landsea Homes Corp,2025-05-13,8-K,0001731122-25-000715,A,8k-text:merger:4;target:1;acquirer:1;via-primary
0001721386,Landsea Homes Corp,2025-06-25,8-K,0001140361-25-023577,A,8k-text:merger:4;target:3;acquirer:1;nonmerger:3;via-primary
0001722271,"Akouos, Inc.",2022-10-18,8-K,0001104659-22-109512,A,8k-text:merger:4;target:4;acquirer:2;defence:1;via-primary
0001722271,"Akouos, Inc.",2022-12-01,8-K,0001193125-22-296537,A,8k-text:merger:4;target:3;acquirer:1;defence:1;via-primary
0001724965,TALOS ENERGY INC.,2024-02-07,8-K,0001193125-24-026669,A,8k-text:merger:3;target:1;acquirer:1;nonmerger:2;via-primary
0001731289,Nikola Corp,2022-08-29,SC TO-T,0001193125-22-232841,A+B,form-type|fts-cik-verified|subject-cik-mismatch|bidder-disagrees-header
0001739936,MOMENTIVE GLOBAL INC.,2022-02-28,8-K,0001193125-22-056288,A,8k-text:merger:3;target:2;acquirer:1;nonmerger:1;via-primary
0001739936,MOMENTIVE GLOBAL INC.,2023-06-02,8-K,0001140361-23-027837,A,8k-text:merger:3;target:2;acquirer:1;nonmerger:1;via-primary
0001740332,"RESIDEO TECHNOLOGIES, INC.",2024-04-15,8-K,0001193125-24-096352,A,8k-text:merger:3;target:1;acquirer:2;defence:1;nonmerger:1;via-primary
0001740332,"RESIDEO TECHNOLOGIES, INC.",2024-06-18,8-K,0001193125-24-162846,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001747079,Bally's Corp,2024-07-25,8-K,0001747079-24-000082,A,8k-text:merger:3;target:2;acquirer:2;via-primary
0001747079,Bally's Corp,2024-08-28,8-K,0001213900-24-073433,A,8k-text:merger:3;via-primary
0001747079,Bally's Corp,2024-10-01,8-K,0001213900-24-083589,A,8k-text:merger:3;via-primary
0001749723,New Fortress Energy Inc.,2021-01-20,8-K,0001140361-21-001601,A,8k-text:merger:3;via-primary
0001753162,Fathom Holdings Inc.,2021-04-09,8-K,0001104659-21-048692,A,8k-text:merger:3;via-primary
0001753162,Fathom Holdings Inc.,2021-04-20,8-K,0001104659-21-052224,A,8k-text:merger:3;via-primary
0001754301,Fox Corp,2026-06-15,8-K,0001193125-26-271101,A,8k-text:merger:3;target:1;acquirer:2;via-primary
0001755953,"Gryphon Digital Mining, Inc.",2021-03-16,8-K,0001213900-21-015749,A,8k-text:merger:1;via-primary
0001755953,"Gryphon Digital Mining, Inc.",2023-01-27,8-K,0001213900-23-005492,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001755953,"Gryphon Digital Mining, Inc.",2023-05-01,8-K,0001213900-23-034194,A,8k-text:merger:3;via-primary
0001756497,Change Healthcare Inc.,2021-01-06,8-K,0001193125-21-003258,A,8k-text:merger:3;target:3;acquirer:1;via-primary
0001756497,Change Healthcare Inc.,2022-04-05,8-K,0001193125-22-095634,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001756701,"LINKBANCORP, Inc.",2021-09-20,8-K,0001193125-21-276777,A,8k-text:merger:3;via-primary
0001756701,"LINKBANCORP, Inc.",2026-05-01,8-K,0000943374-26-000182,A,8k-text:merger:3;via-primary
0001759186,"Coeptis Therapeutics Holdings, Inc.",2022-11-03,8-K,0001683168-22-007257,A,8k-text:merger:4;target:4;acquirer:2;defence:2;nonmerger:3;via-primary
0001759186,"Coeptis Therapeutics Holdings, Inc.",2026-04-30,8-K,0001683168-26-003388,A,8k-text:merger:4;target:3;acquirer:3;nonmerger:3;via-primary
0001760903,"Safety Shot, Inc.",2021-12-14,8-K,0001493152-21-031440,A,8k-text:merger:1;via-primary
0001762322,"SHIFT TECHNOLOGIES, INC.",2022-08-12,8-K,0001762322-22-000087,A,8k-text:merger:4;target:1;acquirer:1;nonmerger:1;via-primary
0001765159,Nuvei Corp,2023-01-10,SC TO-C,0000950103-23-000277,A+B,form-type|fts-cik-verified|subject-cik-mismatch|bidder-disagrees-header
0001765159,Nuvei Corp,2023-01-10,SC TO-C,0000950103-23-000349,A+B,form-type|fts-cik-verified|subject-cik-mismatch|bidder-disagrees-header
0001765159,Nuvei Corp,2023-01-24,SC TO-T,0001193125-23-014291,A+B,form-type|fts-cik-verified|subject-cik-mismatch|bidder-disagrees-header
0001767042,"Kodiak Gas Services, Inc.",2024-04-01,8-K,0001193125-24-083508,A,8k-text:merger:3;target:1;acquirer:2;defence:4;via-primary
0001769624,AGBA Group Holding Ltd.,2021-12-09,8-K,0001213900-21-064332,A,8k-text:merger:1;via-primary
0001769624,AGBA Group Holding Ltd.,2024-04-18,8-K,0001213900-24-033943,A,8k-text:merger:3;via-primary
0001769624,AGBA Group Holding Ltd.,2024-09-03,8-K,0001213900-24-074767,A,8k-text:merger:3;via-primary
0001770141,"UpHealth, Inc.",2021-02-04,8-K,0001193125-21-028862,A,8k-text:merger:1;via-primary
0001770141,"UpHealth, Inc.",2021-03-26,8-K,0001193125-21-096541,A,8k-text:merger:1;via-primary
0001770141,"UpHealth, Inc.",2021-04-26,8-K,0001193125-21-131483,A,8k-text:merger:1;via-primary
0001770141,"UpHealth, Inc.",2021-06-02,8-K,0001193125-21-179852,A,8k-text:merger:1;via-primary
0001771706,"Goodness Growth Holdings, Inc.",2025-03-20,8-K,0001104659-25-026121,A,8k-text:merger:3;via-primary
0001775734,Beneficient,2023-06-08,8-K,0001193125-23-162954,A,8k-text:merger:1;target:1;acquirer:2;defence:1;nonmerger:2;via-primary
0001778784,"Provident Bancorp, Inc. /MD/",2025-06-05,8-K,0001104659-25-056902,A,8k-text:merger:3;target:2;acquirer:1;nonmerger:2;via-primary
0001779128,"Blade Air Mobility, Inc.",2021-05-13,8-K,0001104659-21-065292,A,8k-text:merger:3;target:4;acquirer:2;defence:1;nonmerger:2;via-primary
0001779474,"WM TECHNOLOGY, INC.",2021-06-11,8-K,0001140361-21-020601,A,8k-text:merger:3;via-primary
0001781730,"Third Coast Bancshares, Inc.",2025-10-27,8-K,0001193125-25-251663,A,8k-text:merger:2;target:1;acquirer:1;via-primary
0001781730,"Third Coast Bancshares, Inc.",2026-02-02,8-K,0001193125-26-033737,A,8k-text:merger:2;target:1;acquirer:1;nonmerger:1;via-primary
0001782107,Blue Water Vaccines Inc.,2023-12-21,8-K,0001213900-23-097738,A,8k-text:merger:1;via-primary
0001783032,"Elevation Oncology, Inc.",2025-06-09,8-K,0001104659-25-057620,A,8k-text:merger:4;target:2;acquirer:1;defence:1;nonmerger:1;via-primary
0001783032,"Elevation Oncology, Inc.",2025-07-23,8-K,0001140361-25-026864,A,8k-text:merger:4;target:2;acquirer:1;defence:1;nonmerger:1;via-primary
0001784700,Varagon Capital Corp.,2023-09-07,8-K,0000950170-23-046910,A,8k-text:merger:2;via-primary
0001785424,"Katapult Holdings, Inc.",2026-06-18,8-K,0000950103-26-009184,A,8k-text:merger:3;via-primary
0001788028,"Jasper Therapeutics, Inc.",2021-05-06,8-K,0001213900-21-024792,A,8k-text:merger:1;target:1;acquirer:2;defence:1;via-primary
0001788028,"Jasper Therapeutics, Inc.",2021-09-29,8-K,0001213900-21-050592,A,8k-text:merger:1;target:1;acquirer:2;defence:1;nonmerger:3;via-primary
0001789029,"Aeva Technologies, Inc.",2021-03-18,8-K,0001193125-21-085979,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
0001790625,"AgileThought, Inc.",2021-08-13,8-K,0001213900-21-042284,A,8k-text:merger:3;via-primary
0001794621,"Quanergy Systems, Inc.",2021-06-28,8-K,0001193125-21-201180,A,8k-text:merger:3;via-primary
0001798562,TMC the metals Co Inc.,2021-03-04,8-K,0001213900-21-013347,A,8k-text:merger:1;target:3;acquirer:1;defence:1;via-primary
0001798749,"Jade Biosciences, Inc.",2024-10-31,8-K,0001104659-24-112896,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001798749,"Jade Biosciences, Inc.",2025-05-01,8-K,0001193125-25-110004,A,8k-text:merger:3;target:3;acquirer:1;nonmerger:4;via-primary
0001798749,"Jade Biosciences, Inc.",2025-05-14,8-K,0001193125-25-119856,A,8k-text:merger:2;via-primary
0001799850,"Renovacor, Inc.",2021-03-23,8-K,0001213900-21-017131,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001799850,"Renovacor, Inc.",2022-09-20,8-K,0001193125-22-247756,A,8k-text:merger:3;target:1;acquirer:2;via-primary
0001799850,"Renovacor, Inc.",2022-12-01,8-K,0001193125-22-296600,A,8k-text:merger:3;target:3;acquirer:2;via-primary
0001800347,"E2open Parent Holdings, Inc.",2021-01-29,8-K,0001104659-21-008934,A,8k-text:merger:1;via-primary
0001800392,MicroAlgo Inc.,2022-11-23,8-K,0001829126-22-019486,A,8k-text:merger:1;via-primary
0001800637,Agrify Corp,2021-10-05,8-K,0001013762-21-000191,A,8k-text:merger:1;via-primary
0001800637,Agrify Corp,2024-05-20,8-K,0001213900-24-044908,A,8k-text:merger:3;via-primary
0001800682,"Cano Health, Inc.",2021-05-28,8-K,0001193125-21-177231,A,8k-text:merger:1;via-primary
0001801602,"SpringBig Holdings, Inc.",2022-04-19,8-K,0001140361-22-015051,A,8k-text:merger:3;via-primary
0001801602,"SpringBig Holdings, Inc.",2022-06-21,8-K,0001140361-22-023538,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001803599,Concentrix Corp,2021-12-23,8-K,0001803599-21-000211,A,8k-text:merger:3;via-primary
0001803901,"Talkspace, Inc.",2021-01-13,8-K,0001193125-21-007698,A,8k-text:merger:4;target:1;acquirer:1;defence:1;via-primary
0001803901,"Talkspace, Inc.",2021-06-23,8-K,0001193125-21-197353,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001804591,23andMe Holding Co.,2021-02-16,8-K,0000950103-21-002334,A,8k-text:merger:3;via-primary
0001804591,23andMe Holding Co.,2021-03-30,8-K,0001193125-21-100605,A,8k-text:merger:3;via-primary
0001804591,23andMe Holding Co.,2021-06-21,8-K,0001193125-21-194255,A,8k-text:merger:3;target:2;acquirer:1;defence:1;nonmerger:2;via-primary
0001804591,23andMe Holding Co.,2021-10-22,8-K,0001193125-21-305409,A,8k-text:merger:3;target:3;acquirer:2;via-primary
0001804591,23andMe Holding Co.,2021-11-02,8-K,0001193125-21-316240,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001805087,"GELESIS HOLDINGS, INC.",2021-07-19,8-K,0001104659-21-093340,A,8k-text:merger:1;target:2;acquirer:1;defence:2;via-primary
0001805087,"GELESIS HOLDINGS, INC.",2022-01-20,8-K,0001104659-22-006034,A,8k-text:merger:1;target:1;acquirer:1;defence:2;nonmerger:3;via-primary
0001805284,"Rocket Companies, Inc.",2025-03-10,8-K,0000950142-25-000694,A,8k-text:merger:3;target:1;acquirer:3;via-primary
0001805385,"Evolv Technologies Holdings, Inc.",2021-03-08,8-K,0001213900-21-013856,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001805385,"Evolv Technologies Holdings, Inc.",2021-06-09,8-K,0001213900-21-031667,A,8k-text:merger:3;via-primary
0001805385,"Evolv Technologies Holdings, Inc.",2021-07-22,8-K,0001104659-21-094890,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001805651,"MARKETWISE, INC.",2021-05-27,8-K,0001193125-21-175260,A,8k-text:merger:1;via-primary
0001805651,"MARKETWISE, INC.",2022-09-15,8-K,0001628280-22-024996,A,8k-text:merger:1;via-primary
0001805833,"System1, Inc.",2022-01-10,8-K,0001193125-22-005871,A,8k-text:merger:1;via-primary
0001805833,"System1, Inc.",2022-02-02,8-K,0001193125-22-025942,A,8k-text:merger:1;target:1;acquirer:1;defence:1;nonmerger:2;via-primary
0001805833,"System1, Inc.",2022-08-30,8-K,0001805833-22-000044,A,8k-text:merger:1;via-primary
0001805833,"System1, Inc.",2023-09-12,8-K,0001805833-23-000162,A,8k-text:merger:3;via-primary
0001805833,"System1, Inc.",2023-12-04,8-K,0001805833-23-000179,A,8k-text:merger:1;via-primary
0001806201,Open Lending Corp,2026-06-16,8-K,0001193125-26-271902,A,8k-text:merger:4;target:2;acquirer:1;via-primary
0001806201,Open Lending Corp,2026-07-30,8-K,0001193125-26-325062,A,8k-text:merger:4;target:3;acquirer:1;nonmerger:1;via-primary
0001806347,Westrock Coffee Co,2024-09-30,8-K,0001104659-24-104339,A,8k-text:merger:1;via-primary
0001807846,MONEYLION INC.,2021-02-12,8-K,0001213900-21-008694,A,8k-text:merger:3;target:3;acquirer:1;via-primary
0001807846,MONEYLION INC.,2021-06-29,8-K,0001213900-21-034548,A,8k-text:merger:4;target:1;acquirer:1;via-primary
0001807846,MONEYLION INC.,2021-09-08,8-K,0001213900-21-047062,A,8k-text:merger:4;via-primary
0001807846,MONEYLION INC.,2021-09-28,8-K,0001213900-21-050379,A,8k-text:merger:3;target:3;acquirer:2;defence:2;nonmerger:1;via-primary
0001808377,Innovative Eyewear Inc,2024-09-26,8-K,0001829126-24-006473,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
0001809104,"Alight, Inc. / Delaware",2021-07-09,8-K,0001193125-21-211067,A,8k-text:merger:1;via-primary
0001810560,"REVELATION BIOSCIENCES, INC.",2021-09-23,8-K,0001213900-21-049595,A,8k-text:merger:3;via-primary
0001811063,Nuvation Bio Inc.,2021-02-12,8-K,0001193125-21-041929,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001811063,Nuvation Bio Inc.,2024-04-10,8-K,0001193125-24-091875,A,8k-text:merger:3;via-primary
0001811109,"Applied UV, Inc.",2023-01-11,8-K,0001607062-23-000016,A,8k-text:merger:3;via-primary
0001811109,"Applied UV, Inc.",2023-02-01,8-K,0001607062-23-000056,A,8k-text:merger:3;via-primary
0001811109,"Applied UV, Inc.",2023-11-01,8-K,0001607062-23-000465,A,8k-text:merger:2;via-primary
0001811530,"Next Meats Holdings, Inc.",2021-12-16,8-K,0001599916-21-000304,A,8k-text:merger:1;target:2;acquirer:1;nonmerger:1;via-primary
0001811764,POINT Biopharma Global Inc.,2023-12-27,8-K,0001193125-23-303512,A,8k-text:merger:4;target:4;acquirer:1;via-primary
0001811856,"View, Inc.",2021-03-12,8-K,0001193125-21-079857,A,8k-text:merger:3;target:2;acquirer:2;defence:1;nonmerger:2;via-primary
0001812360,FOXO TECHNOLOGIES INC.,2022-09-15,8-K,0001213900-22-056040,A,8k-text:merger:4;target:2;acquirer:1;via-primary
0001812360,FOXO TECHNOLOGIES INC.,2022-09-21,8-K,0001213900-22-057723,A,8k-text:merger:3;target:2;acquirer:3;defence:2;via-primary
0001813658,"Tempo Automation Holdings, Inc.",2021-01-07,8-K,0001104659-21-002064,A,8k-text:merger:3;via-primary
0001813658,"Tempo Automation Holdings, Inc.",2021-07-12,8-K,0001104659-21-090877,A,8k-text:merger:3;via-primary
0001813658,"Tempo Automation Holdings, Inc.",2021-10-14,8-K,0001104659-21-126002,A,8k-text:merger:3;target:1;acquirer:2;defence:1;nonmerger:2;via-primary
0001813658,"Tempo Automation Holdings, Inc.",2022-08-29,8-K,0001104659-22-095697,A,8k-text:merger:2;via-primary
0001813658,"Tempo Automation Holdings, Inc.",2022-12-06,8-K,0001104659-22-124887,A,8k-text:merger:4;target:3;acquirer:2;defence:1;nonmerger:1;via-primary
0001813756,WeWork Inc.,2021-10-26,8-K,0001193125-21-308162,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001813914,"CareMax, Inc.",2021-06-14,8-K,0001104659-21-080874,A,8k-text:merger:1;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001814114,Health Sciences Acquisitions Corp 2,2022-10-21,8-K,0001213900-22-065563,A,8k-text:merger:3;via-primary
0001814215,"Nuburu, Inc.",2022-08-08,8-K,0001104659-22-086905,A,8k-text:merger:2;target:3;acquirer:1;defence:2;nonmerger:1;via-primary
0001814287,"Abacus Life, Inc.",2022-08-30,8-K,0001564590-22-030357,A,8k-text:merger:3;target:3;acquirer:1;defence:1;via-primary
0001814287,"Abacus Life, Inc.",2023-07-06,8-K,0001193125-23-182812,A,8k-text:merger:3;target:2;acquirer:2;defence:1;nonmerger:2;via-primary
0001814329,"Astra Space, Inc.",2021-02-02,8-K,0001213900-21-005957,A,8k-text:merger:1;target:3;acquirer:1;defence:1;via-primary
0001814329,"Astra Space, Inc.",2021-07-01,8-K,0001193125-21-205288,A,8k-text:merger:4;target:3;acquirer:2;defence:1;nonmerger:1;via-primary
0001814329,"Astra Space, Inc.",2024-07-18,8-K,0001193125-24-180782,A,8k-text:merger:3;target:3;acquirer:1;nonmerger:1;via-primary
0001815086,Bridgetown Holdings Ltd,2023-05-25,8-K,0001193125-23-153719,A,8k-text:merger:1;target:2;acquirer:1;defence:1;via-primary
0001815776,"LENZ Therapeutics, Inc.",2023-11-15,8-K,0001193125-23-277555,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001815776,"LENZ Therapeutics, Inc.",2024-03-22,8-K,0001628280-24-012633,A,8k-text:merger:3;target:2;acquirer:2;defence:1;nonmerger:3;via-primary
0001816613,Markforged Holding Corp,2021-02-24,8-K,0001104659-21-027194,A,8k-text:merger:4;target:2;acquirer:2;defence:1;via-primary
0001816613,Markforged Holding Corp,2021-07-20,8-K,0001104659-21-094003,A,8k-text:merger:3;target:1;acquirer:2;defence:1;via-primary
0001816708,"Owlet, Inc.",2021-02-16,8-K,0001140361-21-004864,A,8k-text:merger:1;target:2;acquirer:1;defence:1;via-primary
0001817232,Global Gas Corp,2022-01-26,8-K,0001213900-22-003718,A,8k-text:merger:3;via-primary
0001818331,Sema4 Holdings Corp.,2021-02-11,8-K,0001213900-21-008253,A,8k-text:merger:3;target:3;acquirer:1;defence:1;via-primary
0001818331,Sema4 Holdings Corp.,2021-07-28,8-K,0001628280-21-014760,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:5;via-primary
0001818605,Distoken Acquisition Corp,2024-11-18,8-K,0001104659-24-120192,A,8k-text:merger:1;via-primary
0001818605,Distoken Acquisition Corp,2025-01-17,8-K,0001104659-25-004503,A,8k-text:merger:1;via-primary
0001818605,Distoken Acquisition Corp,2025-04-16,8-K,0001104659-25-035342,A,8k-text:merger:1;via-primary
0001818605,Distoken Acquisition Corp,2025-05-30,8-K,0001641172-25-013025,A,8k-text:merger:1;via-primary
0001818644,"AEye, Inc.",2021-02-17,8-K,0001213900-21-009943,A,8k-text:merger:3;target:3;acquirer:1;defence:1;via-primary
0001818644,"AEye, Inc.",2021-08-23,8-K,0001193125-21-253301,A,8k-text:merger:1;target:3;acquirer:2;nonmerger:1;via-primary
0001819142,SES AI Corp,2021-09-21,8-K,0001104659-21-117936,A,8k-text:merger:1;via-primary
0001819142,SES AI Corp,2021-10-22,8-K,0001104659-21-129046,A,8k-text:merger:1;via-primary
0001819395,Sonder Holdings Inc.,2021-04-30,8-K,0001193125-21-142206,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001819395,Sonder Holdings Inc.,2021-10-28,8-K,0001193125-21-310413,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001819395,Sonder Holdings Inc.,2022-01-24,8-K,0001628280-22-001184,A,8k-text:merger:3;target:1;acquirer:1;defence:2;nonmerger:1;via-primary
0001819404,Nerdy Inc.,2021-09-24,8-K,0001193125-21-282190,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
0001819493,"Xos, Inc.",2021-05-14,8-K,0001213900-21-026560,A,8k-text:merger:3;via-primary
0001819493,"Xos, Inc.",2021-08-26,8-K,0001213900-21-045049,A,8k-text:merger:3;target:1;acquirer:1;defence:1;via-primary
0001819574,"Bark, Inc.",2021-06-07,8-K,0001193125-21-184524,A,8k-text:merger:2;target:2;acquirer:1;defence:1;nonmerger:3;via-primary
0001819584,Volta Inc.,2021-02-08,8-K,0001213900-21-007256,A,8k-text:merger:2;target:2;acquirer:2;defence:1;via-primary
0001819584,Volta Inc.,2021-09-01,8-K,0001213900-21-046178,A,8k-text:merger:3;target:1;acquirer:4;defence:1;nonmerger:3;via-primary
0001819584,Volta Inc.,2023-03-31,8-K,0001213900-23-025280,A,8k-text:merger:3;target:3;acquirer:1;via-primary
0001819810,Redwire Corp,2021-03-25,8-K,0001193125-21-093279,A,8k-text:merger:4;target:1;acquirer:1;defence:1;via-primary
0001819848,"Joby Aviation, Inc.",2021-08-16,8-K,0001193125-21-247915,A,8k-text:merger:3;target:2;acquirer:2;defence:1;nonmerger:1;via-primary
0001820144,Grindr Inc.,2022-05-09,8-K,0001140361-22-018330,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001820144,Grindr Inc.,2022-11-23,8-K,0001140361-22-042994,A,8k-text:merger:3;target:1;acquirer:2;defence:1;nonmerger:1;via-primary
0001820190,Scilex Holding Company/DE,2022-03-21,8-K,0001213900-22-013697,A,8k-text:merger:4;target:2;acquirer:1;defence:1;nonmerger:1;via-primary
0001820190,Scilex Holding Company/DE,2022-09-14,8-K,0001104659-22-099785,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001820190,Scilex Holding Company/DE,2022-11-17,8-K,0001193125-22-287783,A,8k-text:merger:4;target:1;acquirer:1;defence:1;nonmerger:2;via-primary
0001820190,Scilex Holding Company/DE,2025-04-21,8-K,0000950170-25-056022,A,8k-text:merger:3;via-primary
0001820190,Scilex Holding Company/DE,2025-07-23,8-K,0001193125-25-162969,A,8k-text:merger:3;via-primary
0001820302,"Bakkt Holdings, Inc.",2021-03-31,8-K,0001193125-21-101249,A,8k-text:merger:3;via-primary
0001820302,"Bakkt Holdings, Inc.",2021-09-30,8-K,0001193125-21-286927,A,8k-text:merger:3;via-primary
0001820566,Inspirato Inc,2021-06-30,8-K,0001193125-21-204081,A,8k-text:merger:2;target:1;acquirer:1;defence:2;via-primary
0001820566,Inspirato Inc,2022-01-04,8-K,0001193125-22-001869,A,8k-text:merger:1;via-primary
0001820566,Inspirato Inc,2022-02-14,8-K,0001193125-22-042172,A,8k-text:merger:2;target:1;acquirer:2;defence:1;nonmerger:2;via-primary
0001820872,"Global Business Travel Group, Inc.",2025-01-17,8-K,0001104659-25-004453,A,8k-text:merger:3;via-primary
0001820872,"Global Business Travel Group, Inc.",2025-03-21,8-K,0001104659-25-026717,A,8k-text:merger:3;via-primary
0001821075,"Appreciate Holdings, Inc.",2022-09-13,8-K,0001213900-22-055620,A,8k-text:merger:1;via-primary
0001821075,"Appreciate Holdings, Inc.",2022-10-20,8-K,0001213900-22-065080,A,8k-text:merger:1;via-primary
0001821075,"Appreciate Holdings, Inc.",2022-11-10,8-K,0001213900-22-070779,A,8k-text:merger:1;via-primary
0001821075,"Appreciate Holdings, Inc.",2022-11-21,8-K,0001213900-22-074007,A,8k-text:merger:1;via-primary
